         61720,   2051,    779,  15983,   2726,    366,   3199,    440,  22577,
           440,    372,    254,    440,   7257,   6251,   3564,    779,  16365,
           359,    842,    366,    323,   9241,     72,    440,   1021,  88819,
           367,  11477,  72661,    331,    245,    984,   1173,     12,     31,
           697,  15341,  10621,    440,    423,   5745,    440,    279,   3638,
           207,     17,     15,     15,     23,    280,    254,  16657,   4077,
           423,   1379,    254,  20241,    372,   3199,    440,  29254,   1987,
          5783,    440,   1021,   1063,   7676,    331,    254,  16657,   4077,
         79684,    715,    372,    440,  37747,    440,    279,   7953,    207,
            17,     15,     15,     23,   1021,   1063,    661,    245,  47198,
          5012,    279,   2146,  26774,    280,    254,  16657,   4077,  73370,
          1000,    279,    207,     17,     15,     16,     15,   2051,    372,
           440,    721,  94016,  53980,    440,   1021,   1063,  57697,    274,
         13922,  22429,  12397,    327,    245,   6997,  40799,   1021,   1063,
         26693,    331,    254,  23250,  17473,    279,  31237,    272,    245,
         22429,    331,  16657,   1193,    440,  55047,    245,   7601,    317,
           245,   8387,   2784,   1021,  52943,   3116,    340,   1006,    856,
           340,    655,    248,   6807,    786,    754,    340,   1113,    655,
            83,    317,   1079,  51245,    548,    745,    418,  66987,    331,
           845,    779,    418,  12486,    430,   3950,    340,   1184,  14240,
           285,   5749,    340,    254,   9568,    276,   2039,    745,    285,
          1068,    837,    340,   1006,    856,    340,    655,    248,   3217,
          1021,    440,  88819,    367,  72661,    279,    254,    207,     17,
            15,     16,     16,   6131,  19611,    255,   4940,  12977,    457,
          8913,   2673,    864,     72,   1021,    207,    185,    207,    185,
           403,    403,  19034,   7021,    403,    403,    207,    185,    207,
           185,    207,    185,    403,    403,    403,  19034,    403,    403,
           403,    207,    185,    207,    185,    207,    185,    403,    403,
           403,  44336,    403,    403,    403,    207,    185,    207,    185,
           207,    185,    403,    403,    403,  20699,    403,    403,    403,
           207,    185,    207,    185,    207,    185,    207,    185,    403,
          9497,  39088,    403,    207,    185,    207,    185,   9497,  39088,
           334,  53578,    207,    891,  71708,   1193,  25404,  39088,   6204,
         10112,   1193,    207,  17141,  65577,   6204,    207,     22,     16,
            17,    207,    891,    207,     22,     22,     15,   2238,    438,
           245,  19606,  10112,   9816,    280,    254,  43874,  63046,   1021,
         29051,    366,  13298,  89189,    334,  13298,   8081,   2238,   2051,
           362,    317,  10344,   2424,    254,   9846,    280,    254,  10112,
         34512,   1021,   3848,   9846,  30043,    438,    276,   5043,    586,
          3085,    372,    245,   6956,   7377,  18448,   2051,    548,    362,
         10340,   9892,    276,   1099,    254,   4374,  43677,   1021,   3848,
          1728,   2051,    837,    254,   3000,   3085,   2051,    438,  76737,
           457,    254,   1640,    413,   2181,    261,   1926,  77592,    280,
           207,     22,     20,     20,   2051,    285,    586,   1562,    207,
            16,     20,   1555,    778,    245,    766,    280,   3308,   4081,
         60001,   1021,    207,    185,   9495,  15920,    362,    438,   1585,
          1173,     12,     31,   3185,    276,    750,  14778,   2051,    586,
          2722,   2373,    276,    330,  54807,  35812,    279,   1572,  10112,
           285,  13727,  19580,   8814,   1021,   4947,    586,  42643,   4456,
          2051,   6128,  20378,   5197,  27494,    463,    803,  20778,    855,
           254,  13205,   1021,   1063,    643,    803,   2424,    254,    440,
         63689,   1173,     12,     31,   6944,  41175,    440,    285,    254,
           440,  63689,   1173,     12,     31,  51688,    440,    457,  10112,
         32123,   2051,   1477,    254,   3169,    280,    586,    830,    643,
          5987,    857,    276,    330,   8131,    276,  12732,  11726,    372,
           440,    254,  10112,  75368,   2051,  48103,   2051,  97790,   2051,
         23768,   2051,  33968,   2051,  42706,   2051,  73970,   2051,    380,
           587,     81,   4402,   2051,  44187,    410,  80604,    282,   9832,
           440,   1021,    207,    185,    207,    185,    403,    403,   8598,
           403,    403,    207,    185,    207,    185,  46238,  10112,  19580,
         23510,  44939,    254,   1728,    280,    254,   3855,    754,  55242,
           245,    830,   2051,    245,   5561,    588,  45261,  31699,  12235,
           276,    440,    254,   3415,   7841,    344,   8046,  10112,   2215,
           989,   1046,   1439,   2460,    285,  40974,    440,   1021,   5512,
          1313,    280,   9497,  39088,    655,     82,  27494,   4169,  40974,
           285,   4345,   2051,    437,   5561,    317,   7282,   2375,   1021,
         11727,   2806,   2051,  10730,    457,    254,  10112,  42962,   8660,
         27280,   2051,    317,    344,  10112,  27494,    418,   9184,  46019,
          2051,  78165,   3733,    344,   1667,    330,   7683,   2051,    548,
           588,    274,  13218,  15813,   1027,    330,  11636,    276,   1006,
          1021,   1494,   4959,  12732,  11726,   2051,    440,    429,   2246,
         21541,    395,   1006,    254,    766,   2051,    254,   1810,    285,
           254,   9930,    279,    254,   4140,   2051,    254,    691,  26990,
           395,    418,    276,  10743,    359,  41176,   2051,    285,    254,
          1230,    543,    330,    344,    395,   2818,  73161,    254,  20002,
           410,   4571,    276,   2579,    359,  16369,    440,   1021,  18232,
         37580,  11615,    245,   4443,   6088,   2590,    276,   9497,  39088,
          2051,  41021,    344,    254,   6265,    280,    254,   9816,    655,
            82,    830,   3430,  12314,    280,    586,   3000,   1728,   2051,
          3272,    853,    254,    440,    298,  77214,    440,  27861,   7823,
          1222,    327,    691,   6415,  34512,   1021,    207,    185,    207,
           185,    403,    403,    403,  22020,   1555,    403,    403,    403,
           207,    185,    207,    185,   7188,    280,    856,    317,   3185,
           280,   9497,  39088,    655,     82,   1728,   3450,    473,    586,
         27494,   1021,   3848,  72164,  28401,    438,   9497,  46992,  12598,
          2051,    245,  10689,  46761,    285,   9816,   2320,    254,  20893,
           280,  77980,  35098,   1021,   9497,  39088,    438,   7722,    279,
           207,     22,     16,     17,   6204,    254,   3508,  89782,    317,
          9255,   2051,   5085,    344,    359,    438,   3345,   9193,   1145,
           673,   2051,   8088,    261,  21834,    334,  95530,  14147,    317,
           245,  14860,  12088,   2238,   1021,    685,   3470,   1728,   2051,
           362,   4828,   3177,    276,   6893,    276,    254,   6077,   3787,
           280,  45870,    655,    261,   2051,  68563,  53983,    280,    254,
          9497,   2617,   1021,    207,    185,   9497,  39088,    655,     82,
          4143,   7648,  19420,   1166,    362,    438,   7722,   2051,    285,
           362,    438,  19161,   8473,    457,    586,  23577,   1021,   1063,
           661,    274,  18418,   6251,   2051,    779,   7648,   2823,   1021,
          1063,    839,    661,   1853,   3222,  18062,    285,    634,   3222,
          9233,   2051,    276,   4989,    362,  10344,  13434,    279,    586,
         27494,   2051,   5802,    362,   1866,  29676,    586,   3458,  14294,
          1021,    207,    185,    429,   4278,    280,    245,  10398,  17492,
          1173,     12,     31,   6269,   2051,    586,   8859,    438,   7133,
           331,    254,   4182,   6090,    280,    245,   3680,   7377,  18448,
          1193,   3437,    285,  31177,   8210,    280,    254,   8698,   1240,
           997,  49394,    280,  17293,   2051,   4345,    285,  18210,   1021,
          1063,   3470,  16583,    276,    463,   7338,   4525,   5274,  27494,
           457,    586,   3923,  34395,   2051,    548,   1069,    463,    803,
          4739,   1021,    207,    185,    685,    254,   3923,    207,     22,
            18,     15,     82,   2051,    362,  34473,    279,    254,  70727,
          4634,    893,   1981,    247,  60150,   3046,   6204,    586,  23214,
         43446,  20002,   2051,  16934,    245,  18210,  16252,   2051,    317,
          2215,    276,   4290,    473,    254,   1225,    280,    437,   3463,
          2051,   1983,    207,     22,     18,     20,   1021,    685,    344,
          1012,   2051,    362,   3061,    254,   7377,   2418,   3799,   2051,
          4135,    279,  45870,    655,    261,   1021,   1063,   5985,   2051,
           276,    586,  10782,    285,    344,    280,  20580,    280,   3470,
         32123,   1021,  27280,  37280,    344,    362,   3748,   5985,   1373,
           586,  39375,   3398,    430,    254,    766,    438,   1653,  17777,
           285,  32826,   2051,   1477,    908,    264,  11615,    586,   9123,
           276,  52237,  10609,    279,    254,   6077,    975,    463,    803,
           276,  18449,   1021,   4128,    437,   9123,   2051,    362,   2674,
          1062,    276,  19097,   2051,    437,    766,   1983,   1783,    384,
           596,    285,   1063,   1342,     72,   1021,    207,    185,   3848,
          4209,   7648,   1983,    207,     22,     19,     15,   1021,   9497,
         39088,    744,    463,    803,   5987,    276,   5223,    254,   7377,
          2418,   1373,    280,    586,   4209,    655,     82,   7052,   2051,
           548,    362,    317,   2215,    276,    463,   2028,    581,    254,
         23550,    279,   9000,    280,    634,    280,    586,   3222,  18062,
          1021,   1063,   7133,    254,   2112,   2685,   1555,   4731,    279,
           254,   9193,   1145,    673,   3046,   2051,  43555,    586,  16611,
           279,  13535,  15726,   1021,    207,    185,    685,    254,  25731,
           280,    207,     22,     19,     19,   2051,    362,   2011,  13298,
         89189,    334,  13298,   8081,   2238,    327,    254,   1022,    766,
          2051,    285,    254,    984,  34512,   9163,    245,  19422,   1021,
          7128,  13291,  12997,    437,    372,    440,    254,   1094,   4485,
          1020,   1251,   3699,    279,   9497,  39088,    655,     82,  23357,
          4205,    440,   1373,    359,   4366,    857,    245,   4731,   2203,
           280,    254,    298,   9256,   9816,   1173,     12,     31,  17492,
          1728,    276,    588,    362,    438,  23786,   1166,    586,   9123,
           279,    254,   7377,   2418,   3799,   1021,    429,   5306,    438,
          8997,    634,   1173,     12,     31,  68344,   2051,   3111,   1021,
          9497,  39088,    438,    457,    742,   1555,    254,  14000,   2051,
          1477,  13298,  89189,    438,   2571,    245,  42643,   5395,   1021,
          1003,    463,  15367,  27494,    276,    410,    786,  13298,  89189,
           473,    254,  14000,   9816,   2051,    548,    889,    634,    279,
           254,    750,   5489,   1021,   1955,   2011,   1310,    889,   2561,
          2051,    279,    207,     22,     19,     20,   1021,    207,    185,
           685,    207,     22,     19,     21,   2051,    362,   6937,    276,
           254,   6077,    279,    274,   4788,    276,  84903,    586,   6269,
          7337,   1021,   1063,   3061,    254,   7377,   2418,   3799,    245,
          1864,    766,   2320,    254,   1893,   1012,   2051,    548,    521,
           254,  13139,    778,   5985,    457,    254,   9966,  14704,    334,
         12403,    279,   1835,    276,   5120,    254,  46085,    280,   2198,
         35835,   2238,   1021,   1063,   1866,   1310,  17942,    254,  56997,
          2051,   3615,  24057,    272,    254,  36756,   4723,    279,    207,
            22,     20,     16,   2051,    207,     22,     20,     19,    285,
          3748,   1310,    279,    207,     22,     20,     20,   1021,   1063,
          9552,   1983,    207,     22,     20,     17,   2051,    285,    457,
           207,     22,     20,     22,    254,   5457,    661,    661,   4047,
          3022,    207,   1972,   1853,  16512,    285,    984,  23066,    207,
          1972,    548,    634,    280,    254,  16512,   7648,    279,  61543,
           279,    207,     22,     20,     20,   1021,   4810,    207,     22,
            20,     19,    362,   4732,    276,    463,  23410,   4194,    334,
          3748,  51124,   2238,   2051,    254,   1022,    280,    245,   4077,
           280,  78066,    588,  83050,    857,    327,    254,   1610,    280,
           586,   1728,   1021,    809,    438,    279,    344,   1012,    344,
          9497,  39088,    438,  10599,    276,   2938,    586,   2617,   3266,
           276,    254,  67034,    280,    245,  61571,   4832,    786,    457,
         11542,  55296,    279,    254,   4928,   1021,    207,    185,    685,
           207,     22,     20,     20,   2051,    362,   4503,    274,  14988,
           372,  87571,    280,    254,  12975,  13803,    401,    655,     82,
          4995,    280,    254,  27231,  13445,    655,     82,  27646,   1021,
          9495,    437,    438,    245,  10398,   1767,   2051,    279,   4057,
          2602,    359,    744,    463,    803,    430,   2754,    254,   1330,
           280,    274,   6269,   7337,   1021,   6809,   1323,    362,    661,
         17070,    830,   2051,   3111,   2051,    254,   3299,    438,  24671,
          2302,    457,   4378,   1021,    207,    185,    207,    185,    403,
           403,    403,   6368,    403,    403,    403,    207,    185,    207,
           185,    429,   1640,    413,   2181,    261,   1926,  77592,   4732,
           279,   7983,    207,     22,     20,     20,   2051,    285,    438,
           441,   5522,  30031,    327,   3308,   6524,   1555,   1021,    809,
          7629,  20020,  46123,    276,  10112,   8213,   1193,    254,  44235,
           280,    207,     22,     20,     19,  12790,    207,     20,     17,
          1173,     13,     31,    207,     24,   4875,   1245,   2051,    548,
          2146,   1555,   3470,   2051,    254,  44235,  25696,    953,    207,
            16,     21,   1173,     13,     31,    207,     24,   4875,   2051,
           254,  22821,   2497,    803,  51840,    410,   9571,   1021,  11399,
           437,    766,   2051,   9497,  39088,   5426,    245,  15052,  40521,
           401,   1728,  96632,    457,  27770,   2051,   5329,   1464,   1451,
           285,  27526,  74340,   1021,   1002,   3463,    280,    405,  48094,
           438,    254,   2883,    280,   9497,  39088,    372,    245,   9816,
          1193,   6809,  31846,    908,    264,    643,   4473,    344,   2051,
           440,   2461,    362,   3505,   1983,    857,    207,   1972,    254,
          6110,    280,    586,   2617,   2051,  18792,   2051,    285,  28163,
           207,    891,    856,    362,   4101,   2051,    285,    856,    362,
         18936,    327,    410,  26619,    473,    254,   5635,    280,   3947,
         23745,    207,   1972,   1069,   5322,    254,  48361,  20667,    280,
           586,  18210,    440,   1021,   6809,    754,    362,   7213,    280,
           254,   4349,    280,    586,  33596,   1867,   2051,    362,   4540,
           276,    254,  14079,    280,   3072,    279,    586,  18210,   3615,
           280,  31159,   2065,    586,   1377,  73459,   1021,   9497,  39088,
          7048,   1193,    207,    185,   5835,   6364,    331,    856,    304,
           463,   8663,   1184,   2051,    565,   1236,    304,   1006,   1108,
         14079,   2051,    254,   3064,    668,   1534,  13946,    330,  84342,
           457,    254,  21670,   1021,    207,    185,    685,    207,     22,
            20,     21,   2051,  23287,   1444,   9603,     89,    596,    438,
         10599,    276,  31721,    254,   6077,    285,    547,     67,   8972,
          1021,   9497,  39088,   2051,    779,    661,    803,   2302,    473,
           254,   3787,   2051,   3061,    586,   2617,    276,    245,   1810,
           280,   6923,    285,  17942,    276,   6417,    254,   6518,    280,
           254,    761,  36756,    334,  33698,    596,   2238,   2051,    548,
           362,    438,  16441,    457,    254,  33605,    285,   3443,    276,
         45870,    655,    261,   1021,    685,    254,  25731,   2051,    586,
         33596,   4278,   2051,   9497,   1981,    596,  52785,    334,  23194,
         25232,   2238,   2051,    438,   7722,   1021,  37332,    437,    766,
          9497,  39088,    317,   2215,    276,    463,  38349,  71546,   1021,
           207,    185,   1063,  21327,    473,  45870,    655,    261,    254,
          1893,   1012,   2051,    285,    438,  15572,   5666,   7326,    754,
           362,  51285,    254,   6518,    279,   3638,    207,     22,     20,
            22,   1021,   1002,   1767,   4366,   2462,    276,    254,  36756,
           548,    438,  15052,  80626,   1021,   9497,  39088,    655,     82,
         73864,   1465,  25380,    857,    276,   1682,    276,   1099,    938,
           280,    359,   1193,    362,   7629,   8168,    327,   3177,    457,
         80507,    254,  15613,    280,    586,   2138,    285,  24793,  84700,
          2891,    261,    331,    245,  47134,   5361,   1021,   1063,    438,
         19752,    548,    438,  25880,    271,    279,   6564,   1021,   1063,
           438,  14807,   4283,    276,   3230,    586,   2617,    279,   7564,
          2051,    548,    362,   3444,  51285,    254,   6518,    285,    331,
          7983,    207,     23,   2051,    207,     22,     20,     22,   2051,
           362,   5651,    276,  45870,    655,    261,    366,    254,  36756,
          1893,    895,    991,  20977,    457,   4403,   8271,   1021,   3159,
          2051,    586,   7402,   7091,    276,    330,    405,  58765,    616,
          2051,    285,    279,    254,   6237,    280,    207,     22,     20,
            23,    362,    438,   7134,   6148,    276,    245,   1767,    372,
         36521,    280,  11375,    279,  23933,   1758,  18863,   1021,    429,
          3299,    438,    441,    276,    586,   9455,   1193,    279,    634,
         20002,   2051,    362,   7048,   1193,    207,    185,    304,    608,
           786,    276,  20260,  89691,    279,    254,   4995,    893,  30954,
           754,    657,   3792,    691,  10142,    276,  23428,   3872,    331,
           601,  15053,   1021,    207,    185,   1063,   6937,    331,    279,
           254,   6237,    280,    207,     22,     20,     24,   6204,    437,
           643,  38470,    803,  67908,    276,  61571,   2051,    548,  27280,
         17947,    344,  37357,    317,    245,    691,   4135,   2806,   1021,
          1063,   2112,   7133,   1983,   4484,   5752,    279,   1551,    246,
         46454,    334,   1132,    323,   3752,     71,   3970,   2051,    452,
           533,     84,  21834,   2238,   2051,   1066,    362,   7048,    691,
           853,  26371,  27494,   1021,    207,    185,    207,    185,    403,
           403,    403,  69838,    678,    403,    403,    403,    207,    185,
           207,    185,    685,   7983,    207,     22,     20,     24,   2051,
           362,  20358,  17552,    279,  75311,   3441,    334,   4959,    452,
           533,     84,   2238,   1021,   1063,  31334,    331,   7983,    207,
            17,     19,    327,  69838,    678,    334,    324,    514,   9603,
         21834,   2238,   2051,   1066,    362,    438,  20315,    457,   2301,
         64673,    285,   7080,   9816,   4792,     72,   8106,   1021,   9497,
         23829,   2853,   3177,    279,    324,    514,   9603,    327,   1094,
           280,    254,   2112,   4047,   1555,   1021,   3563,    254,  25731,
           280,    344,   1012,    362,    438,    279,   6335,   8168,   2051,
           285,   2143,  27494,  50740,   1345,    276,   3947,  58615,   1021,
          1063,    438,  32256,    457,  26319,  35098,   2051,    245,   2138,
           285,   5676,  37461,    779,    438,  15572,  20820,   2401,    430,
         69838,    678,   1021,  22081,    586,   6335,   4194,   2051,    437,
           438,    634,    280,    254,  61223,    285,   1094,  24177,  16021,
           280,    586,   1728,   1021,   8410,    280,   9497,    655,     82,
         27494,    473,    437,   3463,    418,  24177,   5502,  27258,    280,
           586,   1728,    430,    440,    344,   2910,  34323,    440,   1021,
           685,    207,     22,     21,     17,   2051,    362,   2116,    254,
          3787,    276,  10778,    245,  43248,   2051,    548,    362,   5651,
           279,   6237,    207,     22,     21,     19,    754,    362,    438,
         15572,    274,  37515,    276,  26319,   2051,    779,    438,   6591,
           279,  23745,   2481,    254,  78456,  22490,   1021,    207,    185,
           207,    185,    403,    403,    403,  11354,   1555,    403,    403,
           403,    207,    185,    207,    185,   9193,   1145,    673,   2051,
           254,   4928,    280,    586,  89782,   2051,    438,  19586,    457,
          4403,   8271,    279,    254,   8678,    280,    207,     22,     21,
            17,   2051,    285,    279,    254,   8079,    280,    207,     22,
            21,     20,   9497,  39088,    285,    586,   2617,  33997,   1224,
           254,  33177,     83,   3337,   2051,  12403,    366,    254,  14308,
           280,   2883,    704,   1143,    745,   1021,   1955,  32339,   9405,
          2051,   4586,    581,    457,    586,   3730,   1173,     12,     31,
          2802,    334,    457,    437,    766,    362,    438,  14079,    473,
          4922,  97585,   2051,  36764,   1465,    285,   2401,   1712,   4500,
           279,   4317,    276,    586,   3590,  78066,   2238,   1021,   1955,
         17552,    279,  33637,    531,  18863,    334,    279,    856,    317,
          1132,  14186,    305,  10859,    950,   2051,    908,    596,     80,
           272,   2238,    430,    254,  15157,    276,    254,  14863,  73740,
           257,    327,   3308,    984,   1555,    473,   5189,   8079,    207,
            22,     21,     21,   1021,   1002,   3463,    438,   9497,  39088,
           655,     82,   1562,   1228,  42643,  63430,   2051,    285,   1285,
           362,   7048,    207,     19,     15,     15,  27494,    279,    586,
         17777,   2051,   5189,   3398,   1021,    685,  25731,    207,     22,
            21,     21,   2051,   4307,   6655,  35701,   5322,  20820,    280,
           254,   4928,   1193,    362,   6879,   9497,  39088,  40737,    285,
         12340,    857,    372,    586,  75983,  26234,   1021,    207,    185,
           685,   6175,    207,     22,     21,     23,   2051,    362,   4732,
           586,   8398,   1310,    285,   2149,    372,   2367,    372,  38721,
           261,  21834,   2051,   1066,    362,   7648,    279,  14631,  46454,
           334,   1132,  45870,  20102,   2238,    279,   7953,    410,   7983,
           207,     22,     22,     15,   2051,    279,    586,    207,     20,
            23,    393,   1012,   1021,   1063,    438,  29109,    457,    586,
          5391,    285,    984,  16512,   2051,    779,  10471,    279,    254,
          3046,    327,    742,   1555,    430,   2754,   1021,   3848,   1562,
          3185,  66040,    317,    245,  52674,    779,  13136,    245,  16223,
         54181,    327,    254,   9816,    473,  68877,   1981,   1104,    279,
           207,     23,     16,     18,   1021,    207,    185,  27280,  15162,
